chr1	993000	0.7163
chr1	993500	0.7458
chr1	994000	0.7458
chr1	994500	0.7294
chr1	995000	5
chr1	995500	5
chr1	996000	5
chr1	996500	5
chr1	997000	5
chr1	997500	5
chr1	998000	5
chr1	998500	5
chr1	999000	5
chr1	999500	5
chr1	1000000	5
chr1	1000500	5
chr1	1001000	5
chr1	1001500	5
chr1	1002000	5
chr1	1002500	5
chr1	1003000	5
chr1	1003500	5
chr1	1004000	5
chr1	1004500	5
chr1	1005000	5
chr1	1005500	0.9192
chr1	1006000	0.8963
chr1	1006500	0.8406
chr1	1007000	0.8210
chr1	1007500	0.7785
chr1	1008000	0.7392
chr1	1008500	0.7000
chr1	1009000	0.6640
chr1	1009500	0.6607
chr1	1010000	0.6444
chr1	1010500	0.6771
chr1	1011000	0.7033
chr1	1011500	0.7556
chr1	1012000	0.7818
chr1	1012500	0.8276
chr1	1013000	0.8635
chr1	1013500	0.8668
chr1	1014000	0.8472
chr1	1014500	0.8112
chr1	1015000	0.7949
chr1	1015500	0.7621
chr1	1016000	0.7065
chr1	1016500	0.6477
chr1	1017000	0.6182
chr1	1017500	5
chr1	1018000	5
chr1	1018500	5
chr1	1019000	5
chr1	1019500	5
chr1	1020000	5
chr1	1020500	5
chr1	1021000	5
chr1	1021500	5
chr1	1022000	5
chr1	1022500	5
chr1	1023000	5
chr1	1023500	5
chr1	1024000	5
chr1	1024500	5
chr1	1025000	5
chr1	1025500	5
chr1	1026000	5
chr1	1026500	5
chr1	1027000	5
chr1	1027500	5
chr1	1028000	5
chr1	1028500	0.7196
chr1	1029000	0.6869
