chr1	993000	0.7163
chr1	993500	0.7458
chr1	994000	0.7458
chr1	994500	0.7294
chr1	995000	2
chr1	995500	2
chr1	996000	2
chr1	996500	2
chr1	997000	2
chr1	997500	2
chr1	998000	2
chr1	998500	2
chr1	999000	2
chr1	999500	2
chr1	1000000	2
chr1	1000500	2
chr1	1001000	2
chr1	1001500	2
chr1	1002000	2
chr1	1002500	2
chr1	1003000	2
chr1	1003500	2
chr1	1004000	2
chr1	1004500	2
chr1	1005000	2
chr1	1005500	0.9192
chr1	1006000	0.8963
chr1	1006500	0.8406
chr1	1007000	0.8210
chr1	1007500	0.7785
chr1	1008000	0.7392
chr1	1008500	0.7000
chr1	1009000	0.6640
chr1	1009500	0.6607
chr1	1010000	0.6444
chr1	1010500	0.6771
chr1	1011000	0.7033
chr1	1011500	0.7556
chr1	1012000	0.7818
chr1	1012500	0.8276
chr1	1013000	0.8635
chr1	1013500	0.8668
chr1	1014000	0.8472
chr1	1014500	0.8112
chr1	1015000	0.7949
chr1	1015500	0.7621
chr1	1016000	0.7065
chr1	1016500	0.6477
chr1	1017000	0.6182
chr1	1017500	2
chr1	1018000	2
chr1	1018500	2
chr1	1019000	2
chr1	1019500	2
chr1	1020000	2
chr1	1020500	2
chr1	1021000	2
chr1	1021500	2
chr1	1022000	2
chr1	1022500	2
chr1	1023000	2
chr1	1023500	2
chr1	1024000	2
chr1	1024500	2
chr1	1025000	2
chr1	1025500	2
chr1	1026000	2
chr1	1026500	2
chr1	1027000	2
chr1	1027500	2
chr1	1028000	2
chr1	1028500	0.7196
chr1	1029000	0.6869
